userName,score,at,content,clean_content
Pengguna Google,1,2024-07-22 16:29:07,Aplikasi buatan pemerintah gak ada yang bermutu mmg. Ngabisin anggaran Negara saja. Mw daftr aja kode OTP gak trkirim2 di SMS.,"['aplikasi', 'buatan', 'pemerintah', 'tidak', 'bermutu', 'ngabisin', 'anggaran', 'negara', 'watching', 'daftr', 'kode', 'otp', 'tidak', 'trkirim', 'sms']"
Pengguna Google,5,2024-07-22 16:03:32,Keren,['keren']
Pengguna Google,5,2024-07-22 15:53:32,"Sangat membantu sekali,,sukses trs jkn.","['sangat', 'membantu', 'sekali', 'sukses', 'jkn']"
Pengguna Google,1,2024-07-22 15:47:32,Aplikasi hau hau. Register ulang malah dibilang password salah. Minta kode verifikasi lewat SMS malah gak dikirim². Aplikasi bobrok..,"['aplikasi', 'hau', 'hau', 'register', 'ulang', 'dibilang', 'password', 'salah', 'kode', 'verifikasi', 'sms', 'tidak', 'dikirim', 'aplikasi', 'bobrok']"
Pengguna Google,5,2024-07-22 15:45:33,Good,['good']
Pengguna Google,5,2024-07-22 15:42:45,Bagus,['bagus']
Pengguna Google,1,2024-07-22 14:59:59,knp tiap d instal error emulator trs.,"['kenapa', 'instal', 'error', 'emulator']"
Pengguna Google,1,2024-07-22 14:46:52,NYUSAHIN!!!! RIBETTT BGT MAU GANTI NOMER UTK VERIFIKASI WKWKW,"['menyusahkan', 'ribettt', 'banget', 'ganti', 'nomer', 'verifikasi', 'wkwk']"
Pengguna Google,5,2024-07-22 14:44:26,👍👍👍👍 Sangat terbantu dgn aplikasi ini,"['sangat', 'terbantu', 'aplikasi']"
Pengguna Google,5,2024-07-22 14:42:39,"sejauh ini Alhamdulillah sangat membantu , belum menemukan kesusahan dalam menggunakan nya , semoga lebih baik dan selalu baik , terimakasih","['alhamdulillah', 'sangat', 'membantu', 'belum', 'menemukan', 'kesusahan', 'semoga', 'lebih', 'baik', 'baik', 'terima', 'kasih']"
Pengguna Google,1,2024-07-22 14:42:22,"Tolong yaaa secepatnya diperbaiki, sy mau mendaftar tapi kode Verifikasi no telpon nggak dikirim-kirim!! Ini gimana sih sebenernya, saya itu mau ke dokter! Udh di ulang berapa kali dengan nomor yang berbeda tetap tidak bisa, padahal pakai wifi dns ktanya dlm keadaan offline, gimana sih","['tolong', 'ya', 'secepatnya', 'diperbaiki', 'saya', 'mendaftar', 'tapi', 'kode', 'verifikasi', 'telepon', 'enggak', 'dikirim', 'kirim', 'bagaimana', 'saya', 'dokter', 'ulang', 'kali', 'nomor', 'berbeda', 'tidak', 'padahal', 'pakai', 'wifi', 'dns', 'offline', 'bagaimana']"
Pengguna Google,5,2024-07-22 14:31:43,Pelayanannya sangat baik 🥰,"['pelayanannya', 'sangat', 'baik']"
Pengguna Google,5,2024-07-22 14:30:29,melakukan perubahan faskes mudah mantap,"['perubahan', 'faskes', 'mudah', 'mantap']"
Pengguna Google,1,2024-07-22 14:26:48,"Minta kirim kode malah ga dikirim kirim!!! ,ku tungguin 5 masih sama ga dikirim ,tolong banget ini developer perbaiki lagi sistem pengiriman kode!!!","['kirim', 'kode', 'tidak', 'dikirim', 'kirim', 'tungguin', 'tidak', 'dikirim', 'tolong', 'banget', 'developer', 'perbaiki', 'sistem', 'pengiriman', 'kode']"
Pengguna Google,5,2024-07-22 14:24:10,Baik dan cepat,"['baik', 'cepat']"
Pengguna Google,4,2024-07-22 14:18:48,Yaa cukup bagus laahh,"['ya', 'cukup', 'bagus']"
Pengguna Google,5,2024-07-22 14:10:05,"Aplikasinya sangat membantu untuk mencari informasi terkait BPJS secara paripurna. Terbantu sekali dalam mengecek peserta, riwayat pembayaran dan bisa melakukan perubahan faskes I tanpa harus datang ke kantor BPJS","['aplikasinya', 'sangat', 'membantu', 'mencari', 'informasi', 'terkait', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'paripurna', 'terbantu', 'sekali', 'mengecek', 'peserta', 'riwayat', 'pembayaran', 'perubahan', 'faskes', 'kantor', 'badan', 'penyelenggara', 'jaminan', 'sosial']"
Pengguna Google,5,2024-07-22 14:03:27,Sip mantap,"['sip', 'mantap']"
Pengguna Google,1,2024-07-22 14:02:38,"Aplikasinya sgt gak membantu. Kayaknya dibuat dgn tujuan ""supaya ada"" aja, padahal dari segala lini masih kurang. Mau daftar online aja ujung-ujungnya harus dateng Kantor Cabang lah, BPJS Keliling lah, HALAH! Komplain ke admin X/Twitter pun jawabannya sama, template. Juntrungannya tetap ""dipaksa"" daftar BPJS secara offline. Emang gak ada yang bisa diharapkan dari aplikasi yang dibuat pemerintah!","['aplikasinya', 'sangat', 'tidak', 'membantu', 'kayaknya', 'tujuan', 'padahal', 'lini', 'kurang', 'daftar', 'online', 'ujung', 'ujungnya', 'kantor', 'cabang', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'keliling', 'alah', 'komplain', 'admin', 'x', 'twitter', 'jawabannya', 'template', 'juntrungannya', 'dipaksa', 'daftar', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'offline', 'tidak', 'diharapkan', 'aplikasi', 'pemerintah']"
Pengguna Google,3,2024-07-22 14:01:19,Sudah punya pulsa tapi kenapa tetap tidak mencukupi ya tulisannya,"['pulsa', 'tapi', 'kenapa', 'tidak', 'mencukupi', 'tulisannya']"
Pengguna Google,5,2024-07-22 13:50:10,Sangat berguna,"['sangat', 'berguna']"
Pengguna Google,5,2024-07-22 13:43:47,Saya cewa mau pindah pindah kota susa ya BPJSx,"['saya', 'cewa', 'pindah', 'pindah', 'kota', 'susa', 'bpjsx']"
Pengguna Google,5,2024-07-22 13:36:02,Sangat membantu,"['sangat', 'membantu']"
Pengguna Google,5,2024-07-22 13:15:56,Mantap,['mantap']
Pengguna Google,1,2024-07-22 13:11:05,"Ga bisa verif no hp, oto ga kekirim² smok 3 hari.. bad bgt si","['tidak', 'verifikasi', 'handphone', 'oto', 'tidak', 'kekirim', 'smok', 'bad', 'banget']"
Pengguna Google,5,2024-07-22 13:11:05,Sangat membantu semua orang,"['sangat', 'membantu', 'orang']"
Pengguna Google,5,2024-07-22 13:08:28,OK. THANKS,"['oke', 'terima', 'kasih']"
Pengguna Google,5,2024-07-22 13:04:48,Jossss,['jossss']
Pengguna Google,1,2024-07-22 13:02:17,Susah untuk mendaftar Aplikasi JKN,"['susah', 'mendaftar', 'aplikasi', 'jkn']"
Pengguna Google,5,2024-07-22 13:00:39,Mantul,"['mantap', 'betul']"
Pengguna Google,5,2024-07-22 12:42:37,Good,['good']
Pengguna Google,3,2024-07-22 12:37:39,"banyak masalah pendaftaran online sampai tahap terakhir tinggal regristasi data, disuruh daftar offline no hp tidak sesuai padahal sudah dapet kode dan tujuan mendaftar bukan merubah data.terimakasih","['pendaftaran', 'online', 'tahap', 'tinggal', 'regristasi', 'data', 'disuruh', 'daftar', 'offline', 'handphone', 'tidak', 'sesuai', 'padahal', 'kode', 'tujuan', 'mendaftar', 'bukan', 'mengubah', 'data', 'terima', 'kasih']"
Pengguna Google,1,2024-07-22 12:28:41,"susah daftar nya , berbelit belit","['susah', 'daftar', 'berbelit', 'belit']"
Pengguna Google,5,2024-07-22 12:18:59,Siiip. Tapi bisa digunakan android 13,"['siiip', 'tapi', 'android']"
Pengguna Google,2,2024-07-22 12:08:43,Kenapa saya tidak. Bisa login? Selalu. Di jkn mobile. Nik . Anda salah..?? 🤔🤔,"['kenapa', 'saya', 'tidak', 'login', 'jkn', 'mobile', 'nik', 'anda', 'salah']"
Pengguna Google,5,2024-07-22 12:07:57,Sangat membantu,"['sangat', 'membantu']"
Pengguna Google,5,2024-07-22 12:07:14,Aplikasi bagus peningkatan terus,"['aplikasi', 'bagus', 'peningkatan']"
Pengguna Google,2,2024-07-22 12:05:52,Sering kelur sendiri ...,['kelur']
Pengguna Google,5,2024-07-22 11:59:57,Bgus,['bagus']
Pengguna Google,3,2024-07-22 11:56:42,"kalau bisa untuk kode verifikasi melalui whatsapp juga harus di sediakan jangan hanya melalui SMS saja, oke sekian.","['kode', 'verifikasi', 'whatsapp', 'sediakan', 'jangan', 'sms', 'oke', 'sekian']"
Pengguna Google,5,2024-07-22 11:44:55,Keren gampang gunainnya,"['keren', 'gampang', 'gunainnya']"
Pengguna Google,1,2024-07-22 11:44:45,Awal daftar aja pas masukin no hp kode otp nya ga di kirim-kirim. Udah coba 4x lebih tetep ga masuk otp nya. Mana setiap kirim otp nunggu nya 250dtk buat kirim yg baru. gimana ni apk nya. Mana besoka mau kontrol posisi rs nya jauh dari rumah. Kalo daftar di tempat kan lama nunggu nya.. tolong di perbaiki ya apk nya. Makasi,"['daftar', 'pas', 'memasukkan', 'handphone', 'kode', 'otp', 'tidak', 'kirim', 'kirim', 'coba', 'x', 'lebih', 'tidak', 'masuk', 'otp', 'kirim', 'otp', 'menunggu', 'dtk', 'kirim', 'bagaimana', 'nih', 'besoka', 'kontrol', 'posisi', 'rumah', 'sakit', 'rumah', 'daftar', 'menunggu', 'tolong', 'perbaiki', 'terima', 'kasih']"
Pengguna Google,5,2024-07-22 11:43:31,Mantap,['mantap']
Pengguna Google,4,2024-07-22 11:35:41,sangat membantu,"['sangat', 'membantu']"
Pengguna Google,1,2024-07-22 11:33:00,"Nuduh jaringan padahal jaringan bagus,apa ini","['menuduh', 'jaringan', 'padahal', 'jaringan', 'bagus']"
Pengguna Google,5,2024-07-22 11:29:22,Saya suka,"['saya', 'suka']"
Pengguna Google,1,2024-07-22 11:20:36,"aplikasi buruk udah beberapa kali nunggu sms engga ada trus, tidak bisa membantu banget susah aplikasi buruk","['aplikasi', 'buruk', 'kali', 'menunggu', 'sms', 'tidak', 'tidak', 'membantu', 'banget', 'susah', 'aplikasi', 'buruk']"
Pengguna Google,5,2024-07-22 11:14:59,Tks kerjasamamya,"['terima', 'kasih', 'kerjasamamya']"
Pengguna Google,5,2024-07-22 11:08:51,semoga bisa membatu mengakses dalam mengurus bpjs,"['semoga', 'membatu', 'mengakses', 'mengurus', 'badan', 'penyelenggara', 'jaminan', 'sosial']"
Pengguna Google,5,2024-07-22 11:05:23,Good,['good']
Pengguna Google,5,2024-07-22 11:02:05,Aplikasi sangat mudah d gunakan,"['aplikasi', 'sangat', 'mudah']"
Pengguna Google,5,2024-07-22 10:56:22,Oke,['oke']
Pengguna Google,5,2024-07-22 10:54:17,Mantap,['mantap']
Pengguna Google,1,2024-07-22 10:53:09,Gangguan Mulu kalo mau daftar antrian online.,"['gangguan', 'melulu', 'daftar', 'antrean', 'online']"
Pengguna Google,3,2024-07-22 10:39:56,"Buat yang gabisa verifikasi nomer hp , harus ada pusa nya dlu ternyata kawan","['tidak', 'verifikasi', 'nomer', 'handphone', 'pusa', 'kawan']"
Pengguna Google,5,2024-07-22 10:31:48,Sangat membantu untuk mengubah data diri,"['sangat', 'membantu', 'mengubah', 'data']"
Pengguna Google,5,2024-07-22 10:22:21,Ok,['oke']
Pengguna Google,1,2024-07-22 10:21:01,Lg urgent mau login ajah susah bener...capctha.nya muter² mulu kek orang keder,"['urgent', 'login', 'susah', 'benar', 'capctha', 'memuter', 'melulu', 'kayak', 'orang', 'keder']"
Pengguna Google,2,2024-07-22 10:13:51,"Mau daftar/ kenapa susah sekali ya , sudah ada 3 hari kok belum menerima SMS otp","['daftar', 'kenapa', 'susah', 'sekali', 'belum', 'menerima', 'sms', 'otp']"
Pengguna Google,1,2024-07-22 10:01:50,Apaan ini ratusan kali daftarkan no hp gak terkirim juga kode ke SMS. Parah bgt. Tapi saya maklum SBG org Indonesia saya tau bgt apk pemerintah buatan anak indo gak ada 1 pun yg bener.,"['ratusan', 'kali', 'daftarkan', 'handphone', 'tidak', 'terkirim', 'kode', 'sms', 'parah', 'banget', 'tapi', 'saya', 'maklum', 'orang', 'indonesia', 'saya', 'banget', 'pemerintah', 'buatan', 'anak', 'indonesia', 'tidak', 'benar']"
Pengguna Google,1,2024-07-22 09:51:19,"saya tidak bisa registrasi, notifikasi nya nomor HP sudah digunakan oleh pengguna lain sementara nomor HP saya masih baru mohon solusi yang mulai","['saya', 'tidak', 'registrasi', 'notifikasi', 'nomor', 'handphone', 'pengguna', 'nomor', 'handphone', 'saya', 'mohon', 'solusi']"
Pengguna Google,1,2024-07-22 09:49:12,"Orang lagi sakit malah disuruh ke kantor cabang terdekat untuk mengurus pendaftaran auto debit, buat aplikasi gak niat kali kalian, padahal disitu bisa dari bank dan non bank, ya apa gunanya aplikasi itu kalo sama juga harus tetap ke kantor kalian!","['orang', 'sakit', 'disuruh', 'kantor', 'cabang', 'terdekat', 'mengurus', 'pendaftaran', 'auto', 'debit', 'aplikasi', 'tidak', 'niat', 'kali', 'padahal', 'situ', 'bank', 'non', 'bank', 'gunanya', 'aplikasi', 'kantor']"
Pengguna Google,5,2024-07-22 09:44:09,OK,['oke']
Pengguna Google,5,2024-07-22 09:42:34,"Terbaik,,sangat memudahkan terutama dalam perubahan data ga repot harus kekantor","['terbaik', 'sangat', 'memudahkan', 'perubahan', 'data', 'tidak', 'repot', 'kekantor']"
Pengguna Google,2,2024-07-22 09:34:52,bagus,['bagus']
Pengguna Google,1,2024-07-22 09:32:38,GAK BISA DI GUNAKAN PAK MENTRIIII,"['tidak', 'mentriiii']"
Pengguna Google,5,2024-07-22 09:31:22,Memudahkan urusan BPJS tanpa harus ke kantor langsung,"['memudahkan', 'urusan', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'kantor', 'langsung']"
Pengguna Google,5,2024-07-22 09:31:15,"Sangat membantu,gooooood","['sangat', 'membantu', 'gooooood']"
Pengguna Google,5,2024-07-22 09:21:06,tolong di permudah lagi untuk kalo nambah peserta..soalnya gk ada yg berhasil nmbah peserta di jkn ini..🙏,"['tolong', 'permudah', 'menambah', 'peserta', 'tidak', 'berhasil', 'menambah', 'peserta', 'jkn']"
Pengguna Google,5,2024-07-22 09:15:07,Lewat aplikasi JKN MOBILE semua bisa teratasi dg cepat dan akurat,"['aplikasi', 'jkn', 'mobile', 'teratasi', 'cepat', 'akurat']"
Pengguna Google,5,2024-07-22 09:12:38,Aplikasi mudah dan manfaat,"['aplikasi', 'mudah', 'manfaat']"
Pengguna Google,1,2024-07-22 08:51:52,"Dulu daftar gak di kirim2 kode ke nomor HP setelah sya isi pulsa udah di kirim. Dan sekarang tulisanya nomor anda tidak terdaftar di BPJS. Suruh dateng ke kantor BPJS dulu. Serius tanya ni aplikasi apa sih??? Bukanya mempermudah malah nyusahin,kasih bintang 1 aja rasanya gak layak ini aplikasi","['daftar', 'tidak', 'kirim', 'kode', 'nomor', 'handphone', 'saya', 'isi', 'pulsa', 'kirim', 'tulisanya', 'nomor', 'anda', 'tidak', 'terdaftar', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'suruh', 'kantor', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'serius', 'nih', 'aplikasi', 'bukanya', 'mempermudah', 'menyusahkan', 'kasih', 'bintang', 'tidak', 'layak', 'aplikasi']"
Pengguna Google,1,2024-07-22 08:48:24,Udah registrasi berkali² lama bgt pas kode otp via telpon Bukanya bikin gampang malah bikin ribet,"['registrasi', 'berkali', 'banget', 'pas', 'kode', 'otp', 'via', 'telepon', 'bukanya', 'bikin', 'gampang', 'bikin', 'ribet']"
Pengguna Google,5,2024-07-22 08:39:24,Membantu,['membantu']
Pengguna Google,3,2024-07-22 08:28:51,Not bad,['bad']
Pengguna Google,5,2024-07-22 08:19:07,Bagus,['bagus']
Pengguna Google,1,2024-07-22 08:18:47,Tidak bisa di perangkat saya 😔,"['tidak', 'perangkat', 'saya']"
Pengguna Google,2,2024-07-22 08:18:18,"dr bulan lalu ada jadwal kontrol selalu ga muncul surat kontrol di aplikasi, giliran muncul gabisa dapat nomor antrian dengan berbagai alasan error lah, gaada jam praktek lah ba bi bu padahal sudah jelas dijadwalkan dokter. ngadu di pengaduan layanan malah ditolak wkwk kocak bener gatau lagi kudu gmna?!!","['jadwal', 'kontrol', 'tidak', 'muncul', 'surat', 'kontrol', 'aplikasi', 'giliran', 'muncul', 'tidak', 'nomor', 'antrean', 'alasan', 'error', 'tidak', 'jam', 'praktik', 'ba', 'bi', 'bu', 'padahal', 'dijadwalkan', 'dokter', 'mengadu', 'pengaduan', 'layanan', 'ditolak', 'wkwk', 'kocak', 'benar', 'tak', 'tau', 'bagaimana']"
Pengguna Google,1,2024-07-22 08:06:06,"Aplikasi tolol, bikin aplikasi bukan memudahkan malah mempersulit, skrng udh ga bisa daftar offline harus online tp buat verifikasi nomor aja gabisa ga masuk2 Otp nya, emng masyarakat nya ga boleh pda berobat kayak nya, pemerintah bisa nya ngabisin duit doang","['aplikasi', 'tolol', 'bikin', 'aplikasi', 'bukan', 'memudahkan', 'mempersulit', 'tidak', 'daftar', 'offline', 'online', 'tetapi', 'verifikasi', 'nomor', 'tidak', 'tidak', 'masuk', 'otp', 'masyarakat', 'tidak', 'berobat', 'kayak', 'pemerintah', 'ngabisin', 'duit', 'doang']"
Pengguna Google,4,2024-07-22 07:50:05,Tidak bisa isi no HP? Susah untuk melajukan pengaduan,"['tidak', 'isi', 'handphone', 'susah', 'melajukan', 'pengaduan']"
Pengguna Google,1,2024-07-22 07:41:56,Ribet otp ga dikirim2 gimana mau ngaktipin,"['ribet', 'otp', 'tidak', 'dikirim', 'bagaimana', 'ngaktipin']"
Pengguna Google,5,2024-07-22 07:39:14,Sangat membantu,"['sangat', 'membantu']"
Pengguna Google,5,2024-07-22 07:34:23,Sukses,['sukses']
Pengguna Google,5,2024-07-22 07:32:06,Sangat membantu,"['sangat', 'membantu']"
Pengguna Google,5,2024-07-22 07:22:48,Sudah sangat mudah,"['sangat', 'mudah']"
Pengguna Google,4,2024-07-22 07:16:17,Ok,['oke']
Pengguna Google,5,2024-07-22 07:12:29,Sangat baik,"['sangat', 'baik']"
Pengguna Google,5,2024-07-22 07:11:12,Memuaskan👍👍👍,['memuaskan']
Pengguna Google,1,2024-07-22 07:06:00,KESEL BGT LAGI URGENT MAU DAFTAR BPJS TP KODE OTP NYA SMS NYA GA DI KIRIM KIRIM!!,"['kesal', 'banget', 'urgent', 'daftar', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'tetapi', 'kode', 'otp', 'sms', 'tidak', 'kirim', 'kirim']"
Pengguna Google,5,2024-07-22 06:59:16,nice 🥰,['nice']
Pengguna Google,4,2024-07-22 06:59:08,"Baik, tapi harus banyak perbaikan","['baik', 'tapi', 'perbaikan']"
Pengguna Google,5,2024-07-22 06:58:31,Pelayanan sangat bagus,"['pelayanan', 'sangat', 'bagus']"
Pengguna Google,5,2024-07-22 06:56:40,BPJS mantap👍👍👍,"['badan', 'penyelenggara', 'jaminan', 'sosial', 'mantap']"
Pengguna Google,2,2024-07-22 06:56:27,Susah dapet kode otp nya udh 4 hari kaga bisa bisa,"['susah', 'kode', 'otp', 'tidak']"
Pengguna Google,5,2024-07-22 06:52:01,Bagus,['bagus']
Pengguna Google,5,2024-07-22 06:43:33,goooooooood,['goooooooood']
Pengguna Google,2,2024-07-22 06:42:12,Gimana si dari pihak jkn kode verifikasi tinggal kirim aja lama banget udah sampai 10 kali coba 1 pun blum Ada yang kekirim ke SMS saya gimana mau maju yg simple kaya gini aja di lama²in hadeh,"['bagaimana', 'jkn', 'kode', 'verifikasi', 'tinggal', 'kirim', 'banget', 'kali', 'coba', 'belum', 'kekirim', 'sms', 'saya', 'bagaimana', 'maju', 'simple', 'kayak', 'aduh']"
Pengguna Google,5,2024-07-22 06:32:59,Sangat membantu,"['sangat', 'membantu']"
Pengguna Google,1,2024-07-22 06:31:24,"Kenapa buat aplikasi kalo sistem sama juga ngeribetin,kan gunanya aplikasi buat ngeringanin","['kenapa', 'aplikasi', 'sistem', 'ngeribetin', 'gunanya', 'aplikasi', 'ngeringanin']"
Pengguna Google,5,2024-07-22 06:23:53,Sangat membantu,"['sangat', 'membantu']"
Pengguna Google,1,2024-07-22 06:22:34,Sering error'aneh,"['error', 'aneh']"
Pengguna Google,5,2024-07-22 06:16:03,ok,['oke']
Pengguna Google,1,2024-07-22 06:14:50,Sudah di lakukan berulang kali dan sudah di update apk masih saja kendala di otp dan jaringan ofline. Bagaimana apakah semua keluhan tidak ada tanggapan selain maaf tolong segera perbaiki . Kita sudah datang ke kantor tapi di sarankan dengan apk tapi apk nya aja ga jalan. Gimana. Harusnya klo memang pake apk ya di arahkan jangan hanya saran . Terimakasih,"['lakukan', 'berulang', 'kali', 'pembaruan', 'kendala', 'otp', 'jaringan', 'ofline', 'bagaimana', 'keluhan', 'tidak', 'tanggapan', 'maaf', 'tolong', 'perbaiki', 'kita', 'kantor', 'tapi', 'menyarankan', 'tapi', 'tidak', 'jalan', 'bagaimana', 'pakai', 'arahkan', 'jangan', 'saran', 'terima', 'kasih']"
Pengguna Google,5,2024-07-22 06:13:42,mantap.. mudah,"['mantap', 'mudah']"
Pengguna Google,5,2024-07-22 06:06:01,Membantu mengurus soal BPJS kesehatan,"['membantu', 'mengurus', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'kesehatan']"
Pengguna Google,5,2024-07-22 05:58:13,Sangat bagus,"['sangat', 'bagus']"
Pengguna Google,5,2024-07-22 05:50:20,Semoga semakin lebih baik,"['semoga', 'lebih', 'baik']"
Pengguna Google,5,2024-07-22 05:45:10,oke,['oke']
Pengguna Google,1,2024-07-22 05:37:23,"APLIKASI GA GUNA, NGIRIM OTP GABISA BISA TIBA TIBA OFFLINE. PADAHAL SIGNAL WIFI DAN KUOTA KUAT,ORANG MAU BEROBAT KOK DIPERSULITTTTT","['aplikasi', 'tidak', 'mengirim', 'otp', 'tidak', 'offline', 'padahal', 'sinyal', 'wifi', 'kuota', 'kuat', 'orang', 'berobat', 'dipersulittttt']"
Pengguna Google,2,2024-07-22 05:36:01,"Dapet kode otp yang lewat sms lamaa poll ngga langsung dapet, harus berulang ulang. Ini aja sampe nunggu beda hari tetep aja lama","['kode', 'otp', 'sms', 'pol', 'tidak', 'langsung', 'berulang', 'ulang', 'menunggu', 'beda']"
Pengguna Google,5,2024-07-22 05:33:24,"Sudah ada perubahan yg sangat bagus,","['perubahan', 'sangat', 'bagus']"
Pengguna Google,1,2024-07-22 05:33:14,Ribet banget yah buat daftar aja harus isi pulsa segala sekalinya isi nomer sudah terdaftr padahal nomer aja baru beli otomatis fress heraan,"['ribet', 'banget', 'ya', 'daftar', 'isi', 'pulsa', 'sekalinya', 'isi', 'nomer', 'terdaftr', 'padahal', 'nomer', 'beli', 'otomatis', 'fress', 'heraan']"
Pengguna Google,5,2024-07-22 05:31:28,"Mantap, memudahkan pengguna bpjs","['mantap', 'memudahkan', 'pengguna', 'badan', 'penyelenggara', 'jaminan', 'sosial']"
Pengguna Google,1,2024-07-22 05:23:44,"Aplikasi terparah sejagat raya, kode verifikasi ke nomer saya tidak dikirim"" , padahal nomer udah bener,, betul betul parah","['aplikasi', 'terparah', 'sejagat', 'raya', 'kode', 'verifikasi', 'nomer', 'saya', 'tidak', 'dikirim', 'padahal', 'nomer', 'benar', 'betul', 'betul', 'parah']"
Pengguna Google,1,2024-07-22 05:21:04,"Seperti biasa aplikasi bikinan pemerintah pasti ada aja yg aneh. Sudah 2 Minggu saya daftar JKN Mobile tapi kode OTP gk pernah terkirim di HP saya. Buang buang uang rakyat aja kalian, atau memang kalian korupsi uang nya? Kecewa bener","['aplikasi', 'buatan', 'pemerintah', 'aneh', 'minggu', 'saya', 'daftar', 'jkn', 'mobile', 'tapi', 'kode', 'otp', 'tidak', 'terkirim', 'handphone', 'saya', 'buang', 'buang', 'uang', 'rakyat', 'korupsi', 'uang', 'kecewa', 'benar']"
Pengguna Google,5,2024-07-22 05:18:12,"Sangat membantu,, saat malas k kantor BPJS, ribet kudu antri","['sangat', 'membantu', 'malas', 'kantor', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'ribet', 'antre']"
Pengguna Google,5,2024-07-22 05:06:22,Mantap kali bah,"['mantap', 'kali', 'bah']"
Pengguna Google,5,2024-07-22 05:04:07,Terbaik,['terbaik']
Pengguna Google,5,2024-07-22 05:01:45,Joss.. Sangat membantu,"['joss', 'sangat', 'membantu']"
Pengguna Google,5,2024-07-22 04:55:08,"Sangat amat membantu,efisien waktu tentunya","['sangat', 'amat', 'membantu', 'efisien']"
Pengguna Google,5,2024-07-22 04:43:16,Pelayanan lebih cepat,"['pelayanan', 'lebih', 'cepat']"
Pengguna Google,1,2024-07-22 04:41:37,Ini mempersulit sekali nomor telfon tidak bisa terus padahal udah belli pulsa 🥱,"['mempersulit', 'sekali', 'nomor', 'telfon', 'tidak', 'padahal', 'belli', 'pulsa']"
Pengguna Google,5,2024-07-22 04:39:36,Gampang di download & di fahami 👍👍🙏,"['gampang', 'unduh', 'pahami']"
Pengguna Google,5,2024-07-22 04:38:41,Sangat membantu,"['sangat', 'membantu']"
Pengguna Google,2,2024-07-22 04:36:08,"Saya daftar di aplikasi ini kenapaa sllu gagal, padahal kan baru daftar tapi sllu muncul notifikasi nomor tdk sesuai, utk perubahan data silahkan kunjungi kantor, lah ini kok bkan nya memudahkan,,,tolong dong, saya butuh segera 🙏🙏","['saya', 'daftar', 'aplikasi', 'kenapa', 'gagal', 'padahal', 'daftar', 'tapi', 'muncul', 'notifikasi', 'nomor', 'tidak', 'sesuai', 'perubahan', 'data', 'silakan', 'kunjungi', 'kantor', 'bukan', 'memudahkan', 'tolong', 'saya', 'butuh']"
Pengguna Google,5,2024-07-22 04:32:57,Mudah,['mudah']
Pengguna Google,5,2024-07-22 04:23:42,Sangat bermanfaat,"['sangat', 'bermanfaat']"
Pengguna Google,5,2024-07-22 04:22:17,semoga semakin bagus,"['semoga', 'bagus']"
Pengguna Google,1,2024-07-22 04:22:07,Susah buat verifikasi oto sma aplikasi sampai,"['susah', 'verifikasi', 'oto', 'aplikasi']"
Pengguna Google,5,2024-07-22 04:22:06,Mobile jkn yees,"['mobile', 'jkn', 'yees']"
Pengguna Google,5,2024-07-22 04:06:43,Semoga semakin mudah akses,"['semoga', 'mudah', 'akses']"
Pengguna Google,5,2024-07-22 04:01:35,"Cepat ,,tanggap dan respon","['cepat', 'tanggap', 'respon']"
Pengguna Google,5,2024-07-22 03:58:27,Bagus aplikasinya,"['bagus', 'aplikasinya']"
Pengguna Google,5,2024-07-22 03:53:06,Pelayanan perubahan data nama bayi pakai aplikasi ini cepat sekali jadi nggak perlu ribet harus datang ke kantor BPJS. Thanks mobile jkn,"['pelayanan', 'perubahan', 'data', 'nama', 'bayi', 'pakai', 'aplikasi', 'cepat', 'sekali', 'enggak', 'ribet', 'kantor', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'terima', 'kasih', 'mobile', 'jkn']"
Pengguna Google,4,2024-07-22 03:45:37,aplikasi ngga bisa dibuka harus gimana ni.di delete lalu diinstal ulang,"['aplikasi', 'tidak', 'dibuka', 'bagaimana', 'nih', 'delete', 'diinstal', 'ulang']"
Pengguna Google,1,2024-07-22 03:37:33,"Ribet,susah,sulit,mau daftar buat control nomr NIK,KK sdh dimasukkan tpi kode gk muncul2 Buat phk BPJS tlong diprmudah diprbaiki lgi sistem pelayannya !!","['ribet', 'susah', 'sulit', 'daftar', 'control', 'nomr', 'nik', 'kakak', 'dimasukkan', 'tetapi', 'kode', 'tidak', 'muncul', 'pemutusan', 'hubungan', 'kerja', 'badan', 'penyelenggara', 'jaminan', 'sosial', 'tlong', 'diprmudah', 'diprbaiki', 'sistem', 'pelayannya']"
Pengguna Google,1,2024-07-22 03:31:44,Aplikasi butut Anggara aja minta gede ga bisa di gunain,"['aplikasi', 'butut', 'anggara', 'gede', 'tidak']"
